source,filename,filepath,size_kb,page_count,file_hash,is_exact_duplicate,extraction_method,extraction_error,char_count,word_count,text_output_path,retry_status,detected_language,garbage_char_ratio,detected_year
up_acp,JHANSI.pdf,../data/raw/pdfs/UP_ACP_PDFs\JHANSI.pdf,184.2,12,7e632ec6aabb2d2f9548a8705685189756c878571e05ec41fd0c3f62395306c2,False,native,,13650,2060,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\JHANSI.txt,not_applicable,en,0.009,
up_acp,JYOTIBA PHULE NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\JYOTIBA PHULE NAGAR.pdf,308.9,29,44db75fb0cffcc27a48747bda706eec59f8f54ee45d79bc63b99226db1d85451,False,native,,41048,6446,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\JYOTIBA PHULE NAGAR.txt,not_applicable,en,0.011,
up_acp,KANNAUJ.pdf,../data/raw/pdfs/UP_ACP_PDFs\KANNAUJ.pdf,252.2,19,0af309389889232214c26f23e46aff4b8805ae5af392e484f87fe8491cfbfc56,False,native,,25449,3806,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\KANNAUJ.txt,not_applicable,en,0.009,
up_acp,KANPUR CITY.pdf,../data/raw/pdfs/UP_ACP_PDFs\KANPUR CITY.pdf,273.0,23,9d0fbb9a444dce096652de69955b45b9fca8aa2e9211e34c999ecde4e8a4f1fc,False,native,,27058,4129,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\KANPUR CITY.txt,not_applicable,en,0.008,
up_acp,KANPUR DEHAT.pdf,../data/raw/pdfs/UP_ACP_PDFs\KANPUR DEHAT.pdf,243.0,20,99ff564a09d30793a0339e735be9fe239a21ecc0c812b62f9bc9d9eb37009950,False,native,,23542,3559,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\KANPUR DEHAT.txt,not_applicable,en,0.008,
up_acp,KAUSHAMBI.pdf,../data/raw/pdfs/UP_ACP_PDFs\KAUSHAMBI.pdf,254.1,18,40e24895d0fb017361df3518dd68cf7dd6a560742c358ae4710d33d8f89cf967,False,native,,23343,3649,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\KAUSHAMBI.txt,not_applicable,en,0.01,
up_acp,KHERI.pdf,../data/raw/pdfs/UP_ACP_PDFs\KHERI.pdf,466.9,20,93324845ee1af4edab30d35c98748de6898e72bc99c6a62d12d337bb25536fcd,False,native,,23968,3709,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\KHERI.txt,not_applicable,en,0.008,
up_acp,KUSHI NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\KUSHI NAGAR.pdf,281.4,32,5ae62e8157122d19b7316772d3389f3b1f4ea777377d8e2f98a60fd05baa9a7b,False,native,,41178,6254,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\KUSHI NAGAR.txt,not_applicable,en,0.009,
up_acp,LALITPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\LALITPUR.pdf,191.9,13,e9f23073ac21aa16bfd612435f3706a4b37302d5d3e3791eb485e846dfc343a3,False,native,,14262,2178,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\LALITPUR.txt,not_applicable,en,0.009,
up_acp,LUCKNOW.pdf,../data/raw/pdfs/UP_ACP_PDFs\LUCKNOW.pdf,261.9,17,d9e85b28152d7d0e972d2bc11caa249e2243ccaef2a477df1a6d3ec45f72910f,False,native,,18427,2871,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\LUCKNOW.txt,not_applicable,en,0.011,
up_acp,MAHAMAYA NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\MAHAMAYA NAGAR.pdf,228.6,16,4128c3c8d9282372f0855ecd36ae933d1981373e7421ca95db1480fcd425831b,False,native,,21149,3258,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MAHAMAYA NAGAR.txt,not_applicable,en,0.007,
up_acp,MAHARAHGANJ.pdf,../data/raw/pdfs/UP_ACP_PDFs\MAHARAHGANJ.pdf,299.2,27,d5fe92f7bb7e3c9e3c634d76664ef8f18c02079cea9d391bd4ca79d4057b76c4,False,native,,34388,5321,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MAHARAHGANJ.txt,not_applicable,en,0.009,
up_acp,MAHOBA.pdf,../data/raw/pdfs/UP_ACP_PDFs\MAHOBA.pdf,266.9,23,a5cc179f49f05b9d5450e637cef0998d24e075f342b639dbb2f5752cad09fb78,False,native,,29821,4813,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MAHOBA.txt,not_applicable,en,0.009,
up_acp,MAINPURI.pdf,../data/raw/pdfs/UP_ACP_PDFs\MAINPURI.pdf,262.6,19,7b0f47e414307f380d3aabce4ec350fff80a93b9d358e69d167a0737137fff8f,False,native,,23409,3601,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MAINPURI.txt,not_applicable,en,0.007,
up_acp,MATHURA.pdf,../data/raw/pdfs/UP_ACP_PDFs\MATHURA.pdf,279.1,22,7fae2c6f436440be53ba98e813c67758c8e512c7cc4540acb59162495853d89f,False,native,,26923,4277,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MATHURA.txt,not_applicable,en,0.01,
up_acp,MAU.pdf,../data/raw/pdfs/UP_ACP_PDFs\MAU.pdf,361.5,28,9c421159f2e70900838b98c85f1d1951727e8eb5263545fd4dbb7ea489c0e420,False,native,,27746,4551,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MAU.txt,not_applicable,en,0.011,
up_acp,MEERUT.pdf,../data/raw/pdfs/UP_ACP_PDFs\MEERUT.pdf,298.2,31,4b0328ddb5b65045414e997a755b2a8f0c3f3a16753c750c9d90458cee03e2c8,False,native,,37186,5921,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MEERUT.txt,not_applicable,en,0.011,
up_acp,MIRZAPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\MIRZAPUR.pdf,262.0,23,eeaba9312d6a719501d28bbf031ffa357f47dbd05111982e3083835d26fd8ff8,False,native,,28735,4331,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MIRZAPUR.txt,not_applicable,en,0.01,2007.0
up_acp,MORADABAD.pdf,../data/raw/pdfs/UP_ACP_PDFs\MORADABAD.pdf,317.9,34,304076fc6afe194b98664e69fd3075bc5b2f87f40402d2cf9562c8c065a10f3a,False,native,,41779,6530,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MORADABAD.txt,not_applicable,en,0.011,
up_acp,MUZAFFARNAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\MUZAFFARNAGAR.pdf,312.4,27,cd3b2cec12a21c8ad9dc4e1d85480dc0c39974d341b1336cd311bec3dd20feec,False,native,,37851,6002,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\MUZAFFARNAGAR.txt,not_applicable,en,0.009,
up_acp,PILIBHIT.pdf,../data/raw/pdfs/UP_ACP_PDFs\PILIBHIT.pdf,285.6,26,4439641bbc7518ef6b13dc02245c4464fdec5725ab47374820c2f73b2613a669,False,native,,37577,6037,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\PILIBHIT.txt,not_applicable,en,0.011,
up_acp,PRATAPGARH.pdf,../data/raw/pdfs/UP_ACP_PDFs\PRATAPGARH.pdf,271.7,22,b7a524e287cbb90edcdc1ac53eb5364eca01ddae1f87abdd5dec5dda863ea1ca,False,native,,27129,4108,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\PRATAPGARH.txt,not_applicable,en,0.008,
up_acp,RAEBARELI.pdf,../data/raw/pdfs/UP_ACP_PDFs\RAEBARELI.pdf,245.2,18,a3bd78bd733a062cf6efe5a621c42498cec939dcfeb188c0064cf86ea4e7e173,False,native,,20800,3148,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\RAEBARELI.txt,not_applicable,en,0.01,
up_acp,RAMPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\RAMPUR.pdf,302.4,29,d499e2735b18e4a49c3127a187aa45e3c49de7d08d5ec81955b50c045909e241,False,native,,43318,6984,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\RAMPUR.txt,not_applicable,en,0.011,
up_acp,SAHARANPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SAHARANPUR.pdf,301.3,29,382b38bda6429aebc19789cb900269e38c56f6a7938a885bdb941b29b5a79fa8,False,native,,43385,7011,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SAHARANPUR.txt,not_applicable,en,0.012,
up_acp,SAMBAL BHIM NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SAMBAL BHIM NAGAR.pdf,206.6,26,d7ba6f48b9df9a0aa1069db2ff17aaeb7b3ead7237993563d76a6f43db88d9aa,False,native,,37015,5745,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SAMBAL BHIM NAGAR.txt,not_applicable,en,0.008,
up_acp,SANT KABIR NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SANT KABIR NAGAR.pdf,412.8,31,89c715b2081a8ca5496e6561826831e9fb59d6d5914d5559af530df30d2c86d2,False,native,,29720,4721,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SANT KABIR NAGAR.txt,not_applicable,en,0.009,
up_acp,SANT RAVIDAS NAGAR BHADOHI.pdf,../data/raw/pdfs/UP_ACP_PDFs\SANT RAVIDAS NAGAR BHADOHI.pdf,283.4,23,849bcbd83e6d60a59a77ae23043f47b8a2aa321dbf92bf02f01e45b97cd48f84,False,native,,27653,4265,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SANT RAVIDAS NAGAR BHADOHI.txt,not_applicable,en,0.01,
up_acp,SHAHJAHANPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SHAHJAHANPUR.pdf,316.0,30,f1147e11f306d80cf352c9a999bfd74b5ca874d0192f8b2655df6fdfa29f4630,False,native,,45309,7364,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SHAHJAHANPUR.txt,not_applicable,en,0.01,
up_acp,SHAMLI PRABUDH NAGER.pdf,../data/raw/pdfs/UP_ACP_PDFs\SHAMLI PRABUDH NAGER.pdf,217.5,18,2dcc89f5e48d12e1b55ab3458557cf0b0996b47bbbe2f5702969c2f80ae1b165,False,native,,25318,4035,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SHAMLI PRABUDH NAGER.txt,not_applicable,en,0.008,
up_acp,SHIVASTI.pdf,../data/raw/pdfs/UP_ACP_PDFs\SHIVASTI.pdf,260.9,19,1ac526a15478531137842ef6d3b06c7e19f6614bbcc93fc4edd4d344409134fe,False,native,,20286,3204,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SHIVASTI.txt,not_applicable,en,0.01,
up_acp,SIDDHARTH NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SIDDHARTH NAGAR.pdf,417.4,29,19588ab2257d5b9a261bf2b95d0365ca4edf1c0f09b5f138ddb2fadd47619aab,False,native,,28295,4476,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SIDDHARTH NAGAR.txt,not_applicable,en,0.01,
up_acp,SITAPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SITAPUR.pdf,245.2,19,89aa46d8df6f58fe55cfe5f7634ac4bc9ec509f0b836141c5f816238d916c5bc,False,native,,22493,3471,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SITAPUR.txt,not_applicable,en,0.009,
up_acp,SONBHADRA.pdf,../data/raw/pdfs/UP_ACP_PDFs\SONBHADRA.pdf,343.1,30,d37d3d533d8fa9c0023e09a26dfd2ab53b72f930be527546029e1a740ef15406,False,native,,36910,5591,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SONBHADRA.txt,not_applicable,en,0.011,2007.0
up_acp,SULTANPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\SULTANPUR.pdf,379.0,29,97840dd107f748403115cab940fb03bf695dcd6e261c97eb93f5a12312c064f5,False,native,,27025,4144,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\SULTANPUR.txt,not_applicable,en,0.011,
up_acp,UNNAO.pdf,../data/raw/pdfs/UP_ACP_PDFs\UNNAO.pdf,243.2,21,3101f9927516989d66c1bdaaf4e140744ebc686fb85186f337d81df75ddc69d7,False,native,,22595,3455,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\UNNAO.txt,not_applicable,en,0.009,
up_acp,VARANASI.pdf,../data/raw/pdfs/UP_ACP_PDFs\VARANASI.pdf,258.7,26,1c9bb76d81ea8697cece5c62f9155bb83be5848195af95525574555bb981c0ac,False,native,,28553,4294,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\VARANASI.txt,not_applicable,en,0.012,
